MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SalePrice
11.0,19.0,6.0,106.0,59.0,3.0,432.0,3.0,5.0,3.0,1470.0,4.0,1478.0,1478.0,2.0,2.0,5.0,1.0,4.0,94.0,2.0,2.0,484.0,222000.0
0.0,5.0,4.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1008.0,3.0,1028.0,1028.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,360.0,115000.0
14.0,12.0,6.0,90.0,55.0,1.0,0.0,2.0,5.0,2.0,1080.0,4.0,1080.0,2097.0,2.0,2.0,8.0,1.0,4.0,83.0,0.0,4.0,678.0,228000.0
11.0,14.0,6.0,103.0,56.0,1.0,0.0,2.0,5.0,2.0,1340.0,4.0,1340.0,1340.0,2.0,2.0,4.0,0.0,4.0,88.0,2.0,2.0,396.0,181134.0
14.0,6.0,5.0,64.0,27.0,2.0,203.0,1.0,2.0,1.0,672.0,2.0,672.0,1400.0,0.0,1.0,4.0,1.0,4.0,54.0,2.0,2.0,440.0,149500.0
9.0,17.0,5.0,76.0,1.0,1.0,0.0,1.0,1.0,2.0,1370.0,2.0,1370.0,2624.0,2.0,1.0,10.0,1.0,1.0,86.0,0.0,4.0,864.0,239000.0
6.0,4.0,4.0,28.0,1.0,1.0,0.0,1.0,1.0,1.0,756.0,1.0,756.0,1134.0,0.0,1.0,5.0,0.0,1.0,34.0,0.0,1.0,240.0,126000.0
11.0,10.0,4.0,73.0,24.0,1.0,0.0,1.0,2.0,1.0,1056.0,4.0,1056.0,1056.0,0.0,1.0,4.0,1.0,4.0,59.0,0.0,1.0,304.0,142000.0
4.0,11.0,6.0,89.0,48.0,2.0,200.0,1.0,5.0,2.0,1344.0,4.0,1344.0,1344.0,2.0,1.0,7.0,0.0,4.0,75.0,2.0,3.0,784.0,206300.0
11.0,13.0,5.0,74.0,38.0,3.0,126.0,2.0,2.0,2.0,1602.0,3.0,1602.0,1602.0,2.0,2.0,7.0,1.0,4.0,60.0,2.0,2.0,529.0,215000.0
11.0,11.0,4.0,41.0,3.0,1.0,0.0,1.0,2.0,1.0,988.0,4.0,988.0,988.0,0.0,1.0,2.0,0.0,4.0,29.0,1.0,2.0,520.0,113000.0
14.0,24.0,7.0,92.0,48.0,2.0,473.0,2.0,5.0,2.0,1470.0,3.0,1470.0,2630.0,2.0,2.0,7.0,1.0,4.0,77.0,2.0,4.0,696.0,315000.0
11.0,10.0,5.0,36.0,5.0,2.0,74.0,1.0,2.0,2.0,1196.0,3.0,1196.0,1196.0,0.0,1.0,4.0,1.0,4.0,9.0,1.0,1.0,297.0,139000.0
14.0,5.0,6.0,18.0,33.0,1.0,0.0,1.0,2.0,1.0,651.0,3.0,707.0,1389.0,0.0,1.0,4.0,2.0,1.0,10.0,0.0,1.0,240.0,135000.0
10.0,12.0,6.0,107.0,44.0,2.0,145.0,2.0,5.0,2.0,1518.0,3.0,1644.0,1644.0,2.0,2.0,3.0,1.0,4.0,68.0,2.0,2.0,569.0,275000.0
11.0,10.0,3.0,52.0,12.0,1.0,0.0,1.0,2.0,1.0,907.0,4.0,907.0,907.0,0.0,1.0,3.0,0.0,1.0,48.0,0.0,1.0,352.0,109008.0
11.0,16.0,6.0,103.0,56.0,2.0,108.0,2.0,5.0,2.0,1208.0,4.0,1208.0,1208.0,2.0,2.0,4.0,0.0,4.0,88.0,1.0,2.0,628.0,195400.0
11.0,21.0,5.0,84.0,40.0,1.0,0.0,1.0,2.0,2.0,1392.0,2.0,1412.0,1412.0,2.0,2.0,4.0,1.0,4.0,72.0,0.0,2.0,576.0,175000.0
5.0,2.0,5.0,26.0,2.0,2.0,232.0,1.0,2.0,1.0,483.0,2.0,483.0,987.0,0.0,1.0,2.0,0.0,1.0,42.0,0.0,1.0,264.0,85400.0
6.0,5.0,5.0,13.0,48.0,1.0,0.0,1.0,1.0,1.0,901.0,3.0,1088.0,1198.0,0.0,1.0,5.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,79900.0
5.0,2.0,4.0,26.0,2.0,2.0,376.0,1.0,2.0,1.0,765.0,4.0,765.0,1365.0,0.0,1.0,4.0,0.0,1.0,42.0,0.0,2.0,440.0,122500.0
14.0,14.0,5.0,89.0,48.0,1.0,0.0,1.0,5.0,2.0,926.0,4.0,926.0,1604.0,2.0,1.0,5.0,1.0,4.0,75.0,2.0,2.0,470.0,181000.0
1.0,0.0,3.0,44.0,7.0,1.0,0.0,1.0,2.0,2.0,630.0,3.0,630.0,630.0,0.0,1.0,1.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,81000.0
14.0,16.0,6.0,104.0,51.0,1.0,0.0,2.0,5.0,2.0,799.0,4.0,827.0,1661.0,2.0,2.0,4.0,1.0,4.0,85.0,1.0,2.0,550.0,212000.0
6.0,5.0,5.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,648.0,2.0,734.0,1118.0,0.0,1.0,4.0,0.0,1.0,74.0,0.0,2.0,440.0,116000.0
2.0,3.0,5.0,19.0,43.0,1.0,0.0,2.0,5.0,1.0,884.0,3.0,904.0,904.0,0.0,1.0,2.0,0.0,1.0,23.0,0.0,1.0,180.0,119000.0
0.0,17.0,4.0,1.0,53.0,1.0,0.0,1.0,5.0,1.0,440.0,2.0,694.0,694.0,0.0,2.0,2.0,1.0,1.0,74.0,0.0,1.0,352.0,90350.0
6.0,4.0,5.0,13.0,38.0,1.0,0.0,1.0,1.0,1.0,684.0,3.0,684.0,1196.0,0.0,2.0,5.0,0.0,1.0,81.0,0.0,2.0,528.0,110000.0
11.0,23.0,9.0,110.0,58.0,3.0,200.0,3.0,5.0,3.0,3094.0,4.0,2402.0,2402.0,2.0,3.0,10.0,2.0,4.0,95.0,2.0,4.0,672.0,555000.0
4.0,4.0,3.0,32.0,6.0,2.0,270.0,1.0,2.0,1.0,1440.0,2.0,1440.0,1440.0,2.0,0.0,7.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,118000.0
6.0,3.0,4.0,3.0,33.0,1.0,0.0,1.0,5.0,1.0,1078.0,2.0,1128.0,1573.0,2.0,1.0,7.0,1.0,1.0,16.0,0.0,2.0,360.0,162900.0
13.0,15.0,6.0,102.0,56.0,2.0,72.0,2.0,5.0,3.0,1258.0,4.0,1258.0,1258.0,2.0,2.0,4.0,1.0,4.0,88.0,2.0,4.0,648.0,172500.0
14.0,16.0,6.0,100.0,47.0,1.0,0.0,2.0,5.0,2.0,915.0,4.0,933.0,1908.0,2.0,2.0,7.0,1.0,4.0,92.0,0.0,2.0,493.0,210000.0
11.0,4.0,5.0,36.0,5.0,1.0,0.0,1.0,2.0,1.0,1436.0,1.0,1689.0,1689.0,0.0,1.0,5.0,1.0,4.0,9.0,0.0,2.0,480.0,127500.0
11.0,10.0,5.0,62.0,53.0,1.0,0.0,2.0,2.0,1.0,1517.0,4.0,1888.0,1888.0,2.0,2.0,4.0,1.0,4.0,49.0,2.0,2.0,578.0,190000.0
14.0,14.0,6.0,92.0,46.0,1.0,0.0,2.0,5.0,2.0,930.0,3.0,956.0,1886.0,2.0,2.0,10.0,1.0,4.0,77.0,2.0,2.0,431.0,199900.0
6.0,1.0,5.0,27.0,1.0,1.0,0.0,1.0,1.0,1.0,780.0,2.0,780.0,1376.0,2.0,1.0,5.0,1.0,1.0,6.0,0.0,1.0,198.0,119500.0
6.0,5.0,2.0,38.0,53.0,1.0,0.0,1.0,2.0,1.0,649.0,4.0,679.0,1183.0,0.0,1.0,4.0,0.0,1.0,70.0,0.0,1.0,308.0,120000.0
0.0,5.0,5.0,3.0,50.0,1.0,0.0,1.0,1.0,1.0,813.0,4.0,813.0,813.0,0.0,2.0,3.0,0.0,1.0,82.0,0.0,1.0,270.0,110000.0
11.0,18.0,6.0,60.0,34.0,1.0,0.0,1.0,2.0,2.0,1533.0,2.0,1533.0,1533.0,2.0,2.0,3.0,2.0,4.0,67.0,0.0,2.0,576.0,280000.0
14.0,21.0,5.0,104.0,52.0,2.0,42.0,2.0,5.0,3.0,872.0,4.0,888.0,1756.0,2.0,1.0,5.0,0.0,4.0,85.0,2.0,2.0,422.0,204000.0
14.0,19.0,7.0,110.0,58.0,1.0,0.0,2.0,5.0,2.0,768.0,4.0,786.0,1590.0,2.0,2.0,4.0,0.0,4.0,95.0,1.0,2.0,676.0,210000.0
4.0,11.0,4.0,70.0,31.0,1.0,0.0,1.0,2.0,1.0,1728.0,2.0,1728.0,1728.0,2.0,1.0,7.0,0.0,1.0,55.0,0.0,2.0,560.0,188000.0
11.0,13.0,6.0,40.0,15.0,2.0,320.0,1.0,2.0,1.0,1242.0,1.0,1242.0,1242.0,0.0,1.0,4.0,1.0,4.0,26.0,0.0,2.0,528.0,175500.0
9.0,5.0,4.0,42.0,1.0,1.0,0.0,1.0,1.0,1.0,624.0,1.0,624.0,1344.0,0.0,1.0,5.0,0.0,1.0,11.0,0.0,4.0,513.0,98000.0
11.0,18.0,3.0,41.0,54.0,1.0,0.0,1.0,2.0,2.0,1364.0,4.0,1663.0,1663.0,0.0,2.0,4.0,2.0,4.0,29.0,2.0,2.0,529.0,256000.0
9.0,5.0,7.0,23.0,51.0,1.0,0.0,1.0,5.0,1.0,588.0,1.0,833.0,1666.0,0.0,2.0,5.0,1.0,1.0,40.0,0.0,1.0,228.0,161000.0
6.0,3.0,4.0,22.0,1.0,0.0,161.0,1.0,2.0,1.0,709.0,2.0,979.0,1203.0,0.0,2.0,3.0,1.0,1.0,30.0,0.0,1.0,352.0,110000.0
14.0,19.0,7.0,106.0,59.0,3.0,110.0,2.0,5.0,2.0,832.0,4.0,832.0,1935.0,2.0,1.0,7.0,0.0,5.0,94.0,2.0,2.0,552.0,263435.0
9.0,8.0,6.0,39.0,56.0,1.0,0.0,2.0,5.0,2.0,560.0,4.0,575.0,1135.0,0.0,2.0,4.0,0.0,1.0,42.0,1.0,2.0,576.0,155000.0
11.0,6.0,4.0,55.0,18.0,1.0,0.0,1.0,2.0,1.0,864.0,3.0,864.0,864.0,0.0,1.0,3.0,1.0,1.0,45.0,0.0,1.0,360.0,62383.0
9.0,17.0,5.0,93.0,47.0,1.0,0.0,1.0,2.0,1.0,715.0,1.0,849.0,1660.0,0.0,1.0,4.0,1.0,1.0,62.0,0.0,1.0,240.0,188700.0
11.0,16.0,4.0,64.0,27.0,2.0,136.0,1.0,2.0,2.0,1040.0,2.0,1040.0,1040.0,2.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,124000.0
13.0,15.0,6.0,85.0,43.0,2.0,18.0,2.0,5.0,2.0,1375.0,4.0,1414.0,1414.0,2.0,2.0,4.0,1.0,4.0,78.0,2.0,2.0,398.0,178740.0
11.0,10.0,6.0,33.0,16.0,1.0,0.0,1.0,2.0,1.0,1277.0,2.0,1277.0,1277.0,0.0,1.0,3.0,1.0,4.0,43.0,0.0,2.0,526.0,167000.0
9.0,10.0,4.0,68.0,47.0,3.0,224.0,1.0,2.0,1.0,728.0,4.0,888.0,1644.0,0.0,2.0,5.0,2.0,4.0,57.0,0.0,1.0,312.0,146500.0
11.0,23.0,7.0,102.0,57.0,3.0,248.0,2.0,5.0,2.0,1626.0,4.0,1634.0,1634.0,2.0,2.0,5.0,1.0,4.0,93.0,1.0,4.0,866.0,250000.0
14.0,12.0,5.0,90.0,55.0,2.0,120.0,2.0,5.0,2.0,832.0,4.0,832.0,1710.0,2.0,2.0,5.0,0.0,4.0,83.0,1.0,2.0,506.0,187000.0
13.0,22.0,7.0,81.0,32.0,1.0,0.0,2.0,5.0,2.0,1488.0,2.0,1502.0,1502.0,0.0,2.0,2.0,0.0,4.0,53.0,1.0,2.0,528.0,212000.0
14.0,13.0,6.0,74.0,28.0,1.0,0.0,1.0,2.0,2.0,808.0,2.0,1161.0,1969.0,2.0,1.0,7.0,1.0,4.0,60.0,1.0,2.0,534.0,190000.0
1.0,4.0,5.0,97.0,50.0,2.0,80.0,1.0,5.0,2.0,547.0,4.0,1072.0,1072.0,0.0,1.0,3.0,0.0,3.0,81.0,1.0,2.0,525.0,148000.0
11.0,23.0,7.0,102.0,56.0,2.0,304.0,2.0,5.0,3.0,1976.0,4.0,1976.0,1976.0,2.0,2.0,5.0,1.0,4.0,93.0,1.0,4.0,908.0,440000.0
13.0,22.0,7.0,87.0,38.0,1.0,0.0,2.0,5.0,2.0,1494.0,4.0,1652.0,1652.0,2.0,3.0,4.0,0.0,4.0,76.0,1.0,2.0,499.0,251000.0
11.0,6.0,4.0,49.0,17.0,1.0,0.0,1.0,2.0,1.0,970.0,2.0,970.0,970.0,0.0,1.0,3.0,0.0,1.0,85.0,0.0,2.0,624.0,132500.0
11.0,16.0,5.0,89.0,48.0,2.0,215.0,1.0,5.0,2.0,1478.0,4.0,1493.0,1493.0,2.0,2.0,5.0,1.0,4.0,75.0,2.0,2.0,508.0,208900.0
14.0,23.0,8.0,102.0,57.0,2.0,772.0,3.0,5.0,2.0,2153.0,4.0,2069.0,2643.0,2.0,3.0,8.0,1.0,5.0,93.0,2.0,4.0,694.0,380000.0
11.0,16.0,7.0,103.0,58.0,3.0,336.0,2.0,5.0,3.0,1705.0,4.0,1718.0,1718.0,2.0,2.0,5.0,1.0,4.0,88.0,1.0,4.0,826.0,297000.0
0.0,5.0,3.0,27.0,38.0,0.0,435.0,1.0,1.0,0.0,907.0,2.0,1131.0,1131.0,0.0,1.0,5.0,0.0,1.0,90.0,0.0,2.0,672.0,89471.0
11.0,23.0,8.0,85.0,50.0,2.0,378.0,2.0,5.0,3.0,1833.0,4.0,1850.0,1850.0,2.0,2.0,7.0,1.0,4.0,78.0,2.0,4.0,772.0,326000.0
11.0,23.0,8.0,96.0,43.0,2.0,562.0,2.0,5.0,3.0,1792.0,4.0,1792.0,1792.0,2.0,3.0,4.0,1.0,4.0,84.0,2.0,4.0,874.0,374000.0
9.0,5.0,6.0,31.0,50.0,1.0,0.0,2.0,5.0,1.0,910.0,4.0,916.0,1826.0,0.0,3.0,5.0,1.0,4.0,14.0,0.0,1.0,164.0,155000.0
13.0,11.0,5.0,92.0,48.0,2.0,116.0,1.0,5.0,3.0,1216.0,4.0,1216.0,1216.0,2.0,1.0,3.0,0.0,4.0,77.0,0.0,2.0,402.0,164000.0
11.0,6.0,4.0,50.0,41.0,1.0,0.0,1.0,2.0,1.0,999.0,3.0,999.0,999.0,0.0,2.0,4.0,0.0,1.0,27.0,0.0,1.0,264.0,132500.0
11.0,10.0,4.0,22.0,56.0,1.0,0.0,2.0,2.0,1.0,1113.0,3.0,1113.0,1113.0,0.0,2.0,3.0,1.0,4.0,30.0,0.0,1.0,264.0,147000.0
11.0,10.0,4.0,55.0,18.0,2.0,168.0,1.0,2.0,1.0,1073.0,2.0,1073.0,1073.0,0.0,1.0,4.0,0.0,4.0,45.0,1.0,2.0,515.0,156000.0
11.0,13.0,4.0,26.0,2.0,1.0,0.0,1.0,2.0,2.0,1484.0,3.0,1484.0,1484.0,2.0,1.0,5.0,1.0,4.0,42.0,0.0,2.0,487.0,175000.0
3.0,5.0,4.0,12.0,16.0,1.0,0.0,1.0,2.0,1.0,954.0,2.0,1766.0,2414.0,2.0,1.0,10.0,1.0,4.0,43.0,0.0,2.0,520.0,160000.0
1.0,0.0,3.0,33.0,53.0,1.0,0.0,1.0,2.0,2.0,630.0,2.0,630.0,630.0,0.0,2.0,1.0,0.0,4.0,43.0,0.0,1.0,286.0,86000.0
5.0,0.0,4.0,70.0,31.0,1.0,0.0,1.0,5.0,2.0,264.0,2.0,616.0,1304.0,0.0,1.0,2.0,1.0,5.0,55.0,2.0,1.0,336.0,115000.0
6.0,10.0,5.0,16.0,1.0,1.0,0.0,1.0,2.0,1.0,806.0,2.0,958.0,1578.0,0.0,0.0,3.0,2.0,4.0,12.0,0.0,1.0,240.0,133000.0
14.0,14.0,5.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,728.0,3.0,728.0,1456.0,2.0,1.0,7.0,0.0,4.0,93.0,1.0,2.0,429.0,172785.0
11.0,10.0,4.0,66.0,19.0,1.0,0.0,1.0,2.0,1.0,1269.0,2.0,1269.0,1269.0,0.0,1.0,4.0,1.0,1.0,48.0,0.0,1.0,308.0,155000.0
0.0,5.0,4.0,6.0,51.0,1.0,0.0,1.0,1.0,0.0,190.0,3.0,886.0,886.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,273.0,91300.0
0.0,1.0,3.0,13.0,1.0,1.0,0.0,1.0,2.0,1.0,720.0,2.0,720.0,720.0,0.0,1.0,2.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,34900.0
11.0,24.0,7.0,91.0,55.0,1.0,0.0,2.0,5.0,2.0,3200.0,4.0,3228.0,3228.0,3.0,2.0,10.0,1.0,4.0,80.0,1.0,2.0,546.0,430000.0
6.0,3.0,6.0,23.0,1.0,1.0,0.0,1.0,5.0,1.0,1026.0,4.0,1133.0,1820.0,2.0,1.0,7.0,0.0,1.0,40.0,0.0,1.0,240.0,184000.0
11.0,6.0,4.0,47.0,43.0,2.0,89.0,1.0,5.0,1.0,864.0,4.0,899.0,899.0,0.0,2.0,3.0,0.0,4.0,17.0,2.0,1.0,288.0,130000.0
11.0,10.0,4.0,48.0,32.0,1.0,0.0,1.0,2.0,1.0,912.0,1.0,912.0,912.0,0.0,1.0,3.0,0.0,4.0,24.0,2.0,1.0,297.0,120000.0
5.0,2.0,5.0,40.0,15.0,2.0,285.0,1.0,2.0,1.0,672.0,2.0,672.0,1218.0,0.0,1.0,5.0,0.0,1.0,26.0,0.0,1.0,264.0,113000.0
14.0,19.0,6.0,97.0,50.0,1.0,0.0,2.0,5.0,2.0,866.0,3.0,866.0,1768.0,2.0,2.0,5.0,0.0,4.0,81.0,1.0,2.0,603.0,226700.0
11.0,4.0,4.0,55.0,18.0,1.0,0.0,1.0,2.0,1.0,1214.0,4.0,1214.0,1214.0,0.0,1.0,4.0,0.0,1.0,45.0,0.0,2.0,461.0,140000.0
11.0,17.0,6.0,56.0,52.0,1.0,0.0,1.0,2.0,1.0,1501.0,2.0,1801.0,1801.0,2.0,1.0,4.0,2.0,4.0,61.0,2.0,2.0,484.0,289000.0
5.0,9.0,5.0,78.0,30.0,1.0,0.0,1.0,2.0,1.0,855.0,2.0,855.0,1322.0,2.0,1.0,4.0,1.0,4.0,51.0,0.0,2.0,440.0,147000.0
4.0,5.0,4.0,8.0,0.0,2.0,360.0,1.0,2.0,1.0,960.0,3.0,960.0,1960.0,2.0,1.0,10.0,0.0,1.0,1.0,0.0,2.0,400.0,124500.0
14.0,12.0,7.0,90.0,54.0,2.0,125.0,2.0,5.0,2.0,777.0,4.0,1065.0,1911.0,2.0,2.0,7.0,1.0,4.0,83.0,1.0,2.0,471.0,215000.0
11.0,19.0,5.0,106.0,59.0,1.0,0.0,2.0,5.0,2.0,1218.0,4.0,1218.0,1218.0,2.0,2.0,2.0,0.0,4.0,94.0,2.0,2.0,676.0,208300.0
9.0,5.0,6.0,35.0,50.0,1.0,0.0,1.0,1.0,1.0,689.0,4.0,689.0,1378.0,2.0,2.0,5.0,1.0,1.0,13.0,0.0,2.0,360.0,161000.0
11.0,10.0,4.0,56.0,13.0,2.0,132.0,1.0,2.0,1.0,1041.0,4.0,1041.0,1041.0,0.0,1.0,4.0,0.0,4.0,61.0,1.0,1.0,270.0,124500.0
11.0,10.0,4.0,37.0,38.0,0.0,70.0,2.0,2.0,1.0,1008.0,4.0,1363.0,1363.0,0.0,1.0,4.0,2.0,0.0,31.0,0.0,1.0,288.0,164900.0
13.0,23.0,6.0,97.0,57.0,3.0,94.0,2.0,5.0,2.0,1368.0,4.0,1368.0,1368.0,2.0,2.0,4.0,1.0,4.0,81.0,1.0,2.0,474.0,202665.0
11.0,10.0,4.0,48.0,8.0,1.0,0.0,1.0,2.0,1.0,864.0,2.0,864.0,864.0,0.0,1.0,3.0,0.0,1.0,48.0,0.0,2.0,624.0,129900.0
11.0,11.0,5.0,77.0,14.0,1.0,0.0,1.0,5.0,1.0,1084.0,2.0,1080.0,1080.0,0.0,1.0,3.0,0.0,4.0,69.0,0.0,2.0,484.0,134000.0
2.0,17.0,4.0,19.0,1.0,1.0,0.0,1.0,1.0,1.0,768.0,1.0,789.0,789.0,0.0,1.0,3.0,0.0,1.0,23.0,0.0,1.0,200.0,96500.0
11.0,23.0,9.0,106.0,59.0,2.0,305.0,3.0,2.0,3.0,2006.0,4.0,2020.0,2020.0,2.0,3.0,8.0,1.0,4.0,94.0,2.0,4.0,900.0,402861.0
10.0,13.0,5.0,44.0,7.0,2.0,333.0,1.0,2.0,1.0,689.0,2.0,1378.0,2119.0,2.0,1.0,5.0,1.0,4.0,50.0,1.0,2.0,583.0,158000.0
14.0,24.0,6.0,104.0,52.0,2.0,921.0,2.0,5.0,2.0,1264.0,4.0,1277.0,2344.0,2.0,2.0,5.0,1.0,4.0,85.0,1.0,4.0,889.0,265000.0
14.0,16.0,5.0,92.0,48.0,1.0,0.0,1.0,5.0,2.0,794.0,4.0,882.0,1796.0,2.0,1.0,5.0,0.0,4.0,77.0,1.0,2.0,546.0,211000.0
9.0,17.0,6.0,19.0,43.0,1.0,0.0,2.0,1.0,2.0,1276.0,4.0,1276.0,2080.0,0.0,2.0,8.0,2.0,1.0,23.0,0.0,1.0,282.0,234000.0
3.0,5.0,3.0,12.0,38.0,1.0,0.0,1.0,1.0,1.5797610681658467,0.0,2.0,694.0,1294.0,2.0,1.0,5.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,106250.0
11.0,10.0,5.0,52.0,12.0,1.0,0.0,1.0,2.0,1.0,1244.0,4.0,1244.0,1244.0,0.0,1.0,4.0,2.0,4.0,37.0,0.0,1.0,336.0,150000.0
6.0,3.0,5.0,14.0,1.0,1.0,0.0,1.0,2.0,1.0,1004.0,4.0,1004.0,1664.0,2.0,1.0,5.0,2.0,1.0,30.0,0.0,2.0,420.0,159000.0
14.0,4.0,9.0,103.0,58.0,3.0,762.0,3.0,5.0,3.0,3138.0,4.0,3138.0,4676.0,3.0,3.0,11.0,1.0,5.0,88.0,2.0,4.0,884.0,184750.0
14.0,24.0,6.0,104.0,52.0,2.0,594.0,2.0,5.0,2.0,1379.0,4.0,1383.0,2398.0,2.0,2.0,7.0,1.0,4.0,85.0,2.0,4.0,834.0,315750.0
11.0,19.0,6.0,97.0,50.0,1.0,0.0,2.0,5.0,2.0,1257.0,4.0,1266.0,1266.0,2.0,2.0,4.0,1.0,4.0,81.0,0.0,2.0,453.0,176000.0
11.0,10.0,4.0,36.0,38.0,1.0,0.0,1.0,2.0,2.0,928.0,2.0,928.0,928.0,0.0,1.0,2.0,0.0,4.0,9.0,0.0,1.0,252.0,132000.0
14.0,23.0,8.0,110.0,58.0,3.0,268.0,3.0,5.0,3.0,1452.0,4.0,1476.0,2713.0,2.0,3.0,11.0,1.0,4.0,95.0,2.0,4.0,858.0,446261.0
0.0,4.0,3.0,13.0,53.0,1.0,0.0,1.0,1.0,1.0,528.0,4.0,605.0,605.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,86000.0
11.0,17.0,5.0,52.0,34.0,1.4724517906336088,103.68526170798899,2.0,5.0,1.0,2035.0,2.0,2515.0,2515.0,3.0,1.0,8.0,2.0,4.0,67.0,1.0,2.0,484.0,200624.0
10.0,21.0,5.0,84.0,44.0,2.0,219.0,2.0,2.0,2.0,1461.0,4.0,1509.0,1509.0,2.0,2.0,3.0,1.0,4.0,72.0,1.0,2.0,600.0,175000.0
9.0,3.0,5.0,13.0,46.0,1.0,0.0,1.0,1.0,0.0,611.0,4.0,751.0,1362.0,2.0,1.0,4.0,0.0,1.0,2.0,2.0,2.0,502.0,128000.0
11.0,10.0,4.0,32.0,56.0,1.0,0.0,1.0,0.0,1.5797610681658467,0.0,4.0,827.0,827.0,0.0,1.0,3.0,1.0,1.0,17.0,0.0,1.0,392.0,107500.0
11.0,3.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,1.5797610681658467,0.0,1.0,334.0,334.0,0.0,0.0,0.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,39300.0
14.0,14.0,7.0,85.0,43.0,1.0,0.0,2.0,5.0,3.0,707.0,4.0,707.0,1414.0,2.0,2.0,4.0,1.0,4.0,78.0,2.0,2.0,403.0,178000.0
3.0,4.0,4.0,11.0,36.0,1.0,0.0,1.0,2.0,2.0,1117.0,2.0,820.0,1347.0,0.0,1.0,3.0,0.0,3.173313995649021,59.46990572878898,0.8165337200870196,0.0,0.0,107500.0
14.0,16.0,6.0,92.0,46.0,1.0,0.0,1.0,5.0,2.0,880.0,4.0,880.0,1724.0,2.0,2.0,7.0,0.0,4.0,77.0,2.0,2.0,527.0,188000.0
11.0,10.0,3.0,44.0,7.0,1.0,0.0,1.0,2.0,1.0,864.0,2.0,864.0,864.0,0.0,1.0,3.0,0.0,1.0,33.0,0.0,2.0,576.0,111250.0
11.0,6.0,4.0,73.0,24.0,2.0,188.0,1.0,2.0,1.0,1051.0,2.0,1159.0,1159.0,0.0,1.0,5.0,1.0,4.0,59.0,0.0,1.0,336.0,158000.0
11.0,16.0,7.0,99.0,53.0,2.0,479.0,2.0,5.0,2.0,1581.0,4.0,1601.0,1601.0,2.0,2.0,4.0,1.0,4.0,89.0,1.0,2.0,670.0,272000.0
11.0,21.0,8.0,102.0,57.0,2.0,584.0,3.0,5.0,3.0,1838.0,4.0,1838.0,1838.0,2.0,3.0,7.0,1.0,4.0,93.0,2.0,4.0,765.0,315000.0
14.0,24.0,7.0,87.0,38.0,2.0,72.0,2.0,5.0,2.0,969.0,4.0,997.0,2285.0,2.0,2.0,7.0,1.0,5.0,76.0,2.0,4.0,648.0,248000.0
11.0,13.0,6.0,92.0,46.0,1.0,0.0,2.0,5.0,3.0,1650.0,4.0,1680.0,1680.0,2.0,2.0,5.0,1.0,4.0,77.0,2.0,2.0,583.0,213250.0
13.0,10.0,6.0,92.0,48.0,2.0,182.0,1.0,5.0,2.0,723.0,4.0,767.0,767.0,0.0,1.0,2.0,0.0,4.0,77.0,2.0,1.0,367.0,133000.0
14.0,14.0,6.0,102.0,57.0,1.0,0.0,2.0,5.0,2.0,654.0,4.0,664.0,1496.0,2.0,2.0,5.0,1.0,4.0,93.0,1.0,2.0,426.0,179665.0
6.0,13.0,6.0,84.0,40.0,2.0,178.0,2.0,5.0,2.0,1204.0,3.0,1377.0,2183.0,2.0,2.0,8.0,0.0,4.0,72.0,0.0,4.0,786.0,229000.0
6.0,3.0,5.0,61.0,1.0,1.0,0.0,1.0,1.0,2.0,1065.0,4.0,915.0,1635.0,0.0,1.0,4.0,1.0,1.0,30.0,0.0,2.0,440.0,210000.0
7.0,11.0,4.0,33.0,16.0,1.0,0.0,1.0,2.0,2.0,768.0,4.0,768.0,768.0,0.0,1.0,3.0,0.0,1.0,58.0,0.0,2.0,624.0,129500.0
11.0,5.0,4.0,32.0,47.0,1.0,0.0,1.0,2.0,1.0,825.0,2.0,825.0,825.0,0.0,1.0,2.0,0.0,1.0,27.0,1.0,2.0,720.0,125000.0
14.0,19.0,6.0,96.0,43.0,1.0,0.0,2.0,5.0,2.0,912.0,4.0,912.0,2094.0,2.0,2.0,7.0,1.0,5.0,84.0,2.0,2.0,615.0,263000.0
